lemmas,positif_oneriler
['çokguzel'],['çokguzel']
"['ininal', 'destek', 'git', 'bırak', 'aycell', 'geç', 'kazan', 'siz', 'kazan', 'i̇nternet', 'olay', 'gayet', 'kalite', 'alt', 'yapı', 'sağlam', 'yüz', 'aycell', 'ininal', 'tercih', 'mutlu', 'öner']","['aycell geç', 'aycell ininal', 'ininal tercih', 'geç', 'destek git']"
"['samsun', 'sürüm']","['samsun sürüm', 'sürüm', 'samsun']"
['güzel'],['güzel']
"['tam', 'olumsuz', 'yorum', 'gör', 'vazgeç', 'teşekkür']","['vazgeç teşekkür', 'olumsuz yorum', 'yorum', 'yorum gör', 'teşekkür']"
['iyi'],['iyi']
['iyi'],['iyi']
['güzel'],['güzel']
"['değiş', 'geliş', 'alışveriş', 'kültür', 'gerçekten', 'olumlu', 'çözüm', 'sun', 'turkcell', 'mağaza', 'kare', 'kod', 'kart', 'yüklem', 'seçenek', 'getir', 'iyi']","['alışveriş kültür', 'geliş alışveriş', 'alışveriş', 'mağaza kare', 'kod kart']"
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
['süper'],['süper']
['başarı'],['başarı']
"['merhaba', 'iyi', 'gün']","['merhaba iyi', 'merhaba', 'iyi gün', 'iyi', 'gün']"
['süper'],['süper']
['güzel'],['güzel']
['güzel'],['güzel']
"['memnun', 'mükemmel', 'hizmet']","['mükemmel hizmet', 'memnun mükemmel', 'memnun', 'hizmet', 'mükemmel']"
['iyi'],['iyi']
"['sil', 'tekrar', 'yükledimşu', 'güzel']","['yükledimşu güzel', 'tekrar yükledimşu', 'güzel', 'sil tekrar', 'tekrar']"
['güzel'],['güzel']
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
['harika'],['harika']
['harika'],['harika']
['başarı'],['başarı']
['güzel'],['güzel']
"['harika', 'payseel']","['harika payseel', 'harika', 'payseel']"
"['hediye', 'şey', 'aktif', 'lütfen', 'oyun', 'fatura', 'öde']","['hediye şey', 'hediye', 'oyun fatura', 'öde', 'fatura öde']"
"['biftek', 'iyi', 'yorum', 'göster', 'yahu', 'yok', 'zaman', 'hemen', 'bill', 'buda', 'turkcell', 'kazim', 'anlasilan', 'selam']","['buda turkcell', 'turkcell kazim', 'yorum', 'selam', 'turkcell']"
['iyi'],['iyi']
"['güzel', 'iyi']","['güzel iyi', 'güzel', 'iyi']"
"['yükle', 'beğendi', 'gerçekten', 'güzel']","['beğendi gerçekten', 'gerçekten güzel', 'yükle beğendi', 'güzel', 'beğendi']"
"['güzel', 'dolu']","['güzel dolu', 'güzel', 'dolu']"
"['kullan', 'bil', 'güzel']","['bil güzel', 'güzel', 'kullan bil', 'kullan', 'bil']"
"['cook', 'guzeeel']","['cook guzeeel', 'cook', 'guzeeel']"
['güzel'],['güzel']
"['şok', 'gol']","['şok gol', 'şok', 'gol']"
['güzel'],['güzel']
['süper'],['süper']
"['yıldız', 'bile', 'haket']","['yıldız bile', 'yıldız', 'bile haket', 'haket', 'bile']"
['güzel'],['güzel']
['iyi'],['iyi']
"['aycell', 'herkes', 'tavsiye']","['herkes tavsiye', 'tavsiye', 'aycell herkes', 'herkes', 'aycell']"
['güzel'],['güzel']
['süper'],['süper']
['güzel'],['güzel']
"['allah', 'razı', 'güzel']","['allah razı', 'allah', 'razı güzel', 'güzel', 'razı']"
['perfect'],['perfect']
['güzel'],['güzel']
['güzel'],['güzel']
['süper'],['süper']
['güzel'],['güzel']
"['yeni', 'tanış', 'iyi', 'gün']","['iyi gün', 'tanış iyi', 'yeni tanış', 'tanış', 'gün']"
"['twitch', 'evi̇mi̇z', 'unlost', 'baba']","['twitch evi', 'twitch', 'unlost baba', 'mi unlost', 'evi mi']"
['güzel'],['güzel']
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
"['iyi', 'fena', 'degıl']","['fena degıl', 'degıl', 'iyi fena', 'iyi', 'fena']"
['iyi'],['iyi']
['harika'],['harika']
"['teşekkür', 'turkcell']","['teşekkür turkcell', 'turkcell', 'teşekkür']"
['iyi'],['iyi']
['süper'],['süper']
"['güzel', 'teşekkür']","['güzel teşekkür', 'teşekkür', 'güzel']"
['memnun'],['memnun']
['güzel'],['güzel']
"[""i̇nternet'ten"", 'alışveriş', 'kolay', 'market', 'kullan', 'para']","['alışveriş kolay', 'kolay market', 'ten alışveriş', 'alışveriş', 'market kullan']"
['iyi'],['iyi']
['güzel'],['güzel']
['harika'],['harika']
['başarı'],['başarı']
['عالیست'],['عالیست']
['güzel'],['güzel']
"['iyi', 'birey', 'salla', 'kazan', 'tesekkur']","['tesekkur', 'iyi birey', 'iyi', 'kazan tesekkur', 'kazan']"
"['güzel', 'yükle', 'başka', 'yer', 'harca', 'üstelik', 'yukledigim', 'prada', 'hesap', 'ücret', 'kes', 'banka', 'beter']","['hesap ücret', 'prada hesap', 'ücret kes', 'banka beter', 'güzel yükle']"
"['unlost', 'gör', 'tip', 'para', 'direksiyon', 'video', 'kolay']","['direksiyon video', 'video kolay', 'video', 'para direksiyon', 'direksiyon']"
['mükemmel'],['mükemmel']
['harika'],['harika']
['süper'],['süper']
['güzel'],['güzel']
"['aktif', 'seri', 'rahat', 'iste']","['aktif seri', 'aktif', 'seri rahat', 'rahat iste', 'rahat']"
['iyi'],['iyi']
['güzel'],['güzel']
"['aycell', 'merhaba', 'fatura', 'sorgula', 'iste', 'i̇ski̇', 'kurum', 'hata', 'konu', 'ilgili', 'yardımcı', 'teşekkür']","['merhaba fatura', 'fatura sorgula', 'yardımcı teşekkür', 'fatura', 'teşekkür']"
"['salla', 'kazan', 'ilk', 'limit', 'sanal', 'kart', 'dahil', 'görün', 'insan', 'kan', 'bari']","['kart dahil', 'sanal kart', 'ilk limit', 'limit', 'limit sanal']"
['iyi'],['iyi']
"['harika', 'beğendi']","['harika beğendi', 'harika', 'beğendi']"
"['canavar', 'maşallah', 'süper']","['canavar maşallah', 'maşallah süper', 'süper', 'maşallah', 'canavar']"
['güzel'],['güzel']
"['para', 'yükle', 'iyi', 'güzel', 'para', 'çek', 'zaman', 'tam', 'para', 'çek', 'arkadaş', 'kimse', 'mağdur', 'siz', 'aycell', 'kart', 'kullan', 'kart', 'para', 'yükle', 'hiçbir', 'anlaş', 'banka', 'ati', 'para', 'çeki', 'turkcell', 'gerçekten', 'dolandırıcı', 'git', 'allah', 'bel', 'turkcell']","['para çek', 'para çeki', 'turkcell gerçekten', 'dolandırıcı git', 'anlaş banka']"
"['hediye', 'çoğal', 'kart', 'şans', 'oyun']","['çoğal kart', 'hediye çoğal', 'kart şans', 'şans oyun', 'hediye']"
['güzel'],['güzel']
"['bas', 'iyi', 'şubat', 'sonra', 'cilmiyo', 'yardimci', 'sadece', 'cihaz', 'değil', 'kardeş', 'telefon', 'ayni', 'disinda', 'güzel']","['telefon ayni', 'telefon', 'kardeş telefon', 'sadece cihaz', 'cihaz']"
"['güzel', 'emek', 'yürek', 'sağlık']","['yürek sağlık', 'emek yürek', 'yürek', 'sağlık', 'güzel emek']"
"['gerçekten', 'güzel', 'herkes', 'tavsiye']","['herkes tavsiye', 'güzel herkes', 'güzel', 'gerçekten güzel', 'herkes']"
['iyi'],['iyi']
['güzel'],['güzel']
"['ilk', 'önce', 'kötüle', 'şimdi', 'memnun', 'teşekkür', 'güzel']","['teşekkür güzel', 'memnun teşekkür', 'teşekkür', 'şimdi memnun', 'memnun']"
"['teşekkür', 'turkcel']","['teşekkür turkcel', 'turkcel', 'teşekkür']"
['iyi'],['iyi']
['kullanissiz'],['kullanissiz']
['güzel'],['güzel']
['beğendi'],['beğendi']
['süper'],['süper']
"['sual', 'iyi']","['sual iyi', 'iyi', 'sual']"
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
"['aycell', 'üzeri', 'veri', 'kadar', 'rahat']","['üzeri veri', 'veri kadar', 'rahat', 'kadar rahat', 'veri']"
['güzel'],['güzel']
['güzel'],['güzel']
"['iyi', 'güzel', 'aylık', 'kart', 'ücret', 'banka', 'yıllık', 'kart', 'aidat', 'sırf', 'yüz', 'kullan']","['aylık kart', 'yıllık kart', 'kart ücret', 'ücret banka', 'banka yıllık']"
"['yeni', 'bak']","['yeni bak', 'bak', 'yeni']"
"['muhteşem', 'sin']","['muhteşem sin', 'muhteşem', 'sin']"
"['gör', 'mükemmel']","['gör mükemmel', 'mükemmel', 'gör']"
['güzel'],['güzel']
"['sen', 'özel', 'kampanya', 'iyi', 'aynı', 'paket', 'var', 'bayi', 'git', 'iyi']","['aynı paket', 'kampanya iyi', 'paket var', 'iyi aynı', 'git iyi']"
['güzel'],['güzel']
"['harika', 'sev', 'kolay', 'hizmet', 'numara']","['harika sev', 'sev kolay', 'kolay hizmet', 'harika', 'hizmet']"
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
['harika'],['harika']
['iyi'],['iyi']
"['pratik', 'kolay', 'kullanım', 'mümkün', 'teşekkür']","['mümkün teşekkür', 'kolay kullanım', 'teşekkür', 'kullanım mümkün', 'pratik kolay']"
['beğendi'],['beğendi']
"['salla', 'kazan', 'hediye']","['kazan hediye', 'hediye', 'kazan', 'salla', 'salla kazan']"
['süper'],['süper']
['iyi'],['iyi']
"['iyi', 'yaşari', 'sor']","['iyi yaşari', 'yaşari sor', 'iyi', 'yaşari', 'sor']"
"['fayda', 'program']","['fayda program', 'fayda', 'program']"
['güzel'],['güzel']
['adam'],['adam']
"['gayet', 'iyi']","['gayet iyi', 'iyi', 'gayet']"
['başarı'],['başarı']
['iyi'],['iyi']
['süper'],['süper']
"['inşallah', 'iyi']","['inşallah iyi', 'iyi', 'inşallah']"
['adam'],['adam']
['güzel'],['güzel']
"['emek', 'sağlık', 'program', 'sağlam']","['sağlık program', 'sağlık', 'emek sağlık', 'program sağlam', 'sağlam']"
['güzel'],['güzel']
"['hemen', 'hesap', 'sana', 'yüklenmelisms', 'gelir', 'hesap', 'koru', 'cüzdan']","['koru cüzdan', 'cüzdan', 'hesap koru', 'hemen hesap', 'gelir hesap']"
['güzel'],['güzel']
"['güzel', 'kullan']","['güzel kullan', 'güzel', 'kullan']"
['iyi'],['iyi']
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['mükemmel'],['mükemmel']
['süper'],['süper']
['süper'],['süper']
['güzel'],['güzel']
"['gayet', 'kullan', 'para', 'yükle', 'ücret']","['yükle ücret', 'ücret', 'kullan para', 'para yükle', 'yükle']"
"['bol', 'bol', 'i̇nternet', 'sayesindeaidat', 'falan', 'yok', 'sanal', 'kart', 'oluş', 'git', 'boyer', 'kart', 'para', 'vermeyinben', 'memnun', 'kal', 'teşekkür']","['kart oluş', 'boyer kart', 'sanal kart', 'kart para', 'para vermeyinben']"
['harika'],['harika']
['süper'],['süper']
['güzel'],['güzel']
['güzel'],['güzel']
['teşekkür'],['teşekkür']
['süper'],['süper']
"['güzel', 'hizmet']","['güzel hizmet', 'hizmet', 'güzel']"
"['özellikle', 'para', 'transfer', 'süper']","['transfer süper', 'özellikle para', 'para transfer', 'transfer', 'süper']"
['harika'],['harika']
['guzelll'],['guzelll']
['harika'],['harika']
['teşekkür'],['teşekkür']
['teşekkür'],['teşekkür']
['harika'],['harika']
"['i̇nternet', 'aylık', 'ücret', 'kes', 'işlem', 'para', 'kart', 'var', 'gayet', 'memnun']","['aylık ücret', 'ücret kes', 'para kart', 'ücret', 'işlem para']"
['iyi'],['iyi']
['güzel'],['güzel']
"['yeni', 'versiyon', 'yük']","['versiyon yük', 'yeni versiyon', 'versiyon', 'yeni', 'yük']"
"['yıldız', 'veri', 'bile']","['yıldız veri', 'yıldız', 'veri bile', 'veri', 'bile']"
"['mükemmel', 'tavsiye']","['mükemmel tavsiye', 'tavsiye', 'mükemmel']"
"['harika', 'tavsiye']","['harika tavsiye', 'tavsiye', 'harika']"
['iyi'],['iyi']
['güzel'],['güzel']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['iyi'],['iyi']
['gooodd'],['gooodd']
"['ister', 'çalış', 'sistem', 'kursrsaniz', 'süper']","['kursrsaniz süper', 'sistem kursrsaniz', 'ister çalış', 'çalış sistem', 'süper']"
['güzel'],['güzel']
['süperrr'],['süperrr']
['iyi'],['iyi']
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
"['güzel', 'beğendi']","['güzel beğendi', 'beğendi', 'güzel']"
['beğendi'],['beğendi']
['teşekkür'],['teşekkür']
['mükemmel'],['mükemmel']
['harika'],['harika']
['güzel'],['güzel']
"['gerçekten', 'mükemmel']","['gerçekten mükemmel', 'mükemmel', 'gerçekten']"
['süper'],['süper']
['mükemmel'],['mükemmel']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['iyi'],['iyi']
['iyi'],['iyi']
['mükemmel'],['mükemmel']
['iyi'],['iyi']
['güzel'],['güzel']
"['rahatsizmisiniz', 'arkadaş', 'bura', 'yorum', 'doğru', 'bile', 'ilgilen', 'terbiye', 'kadar']","['terbiye kadar', 'rahatsizmisiniz arkadaş', 'ilgilen terbiye', 'rahatsizmisiniz', 'terbiye']"
['güzel'],['güzel']
['mükemmel'],['mükemmel']
"['sev', 'dur', 'güncelle', 'iste', 'arkadaş', 'sev', 'tavsiye', 'hold']","['iste arkadaş', 'sev tavsiye', 'arkadaş sev', 'tavsiye hold', 'arkadaş']"
['güzel'],['güzel']
['güzel'],['güzel']
"['güzel', 'memnun']","['güzel memnun', 'memnun', 'güzel']"
['iyi'],['iyi']
['güzel'],['güzel']
"['baş', 'sanal', 'kart', 'oluş', 'kapa', 'düzel', 'hediye', 'görün']","['kart oluş', 'sanal kart', 'baş sanal', 'düzel hediye', 'hediye görün']"
['iyi'],['iyi']
['süper'],['süper']
['güzel'],['güzel']
"['yeni', 'yükle', 'rağmen', 'güncelle', 'iste', 'gir']","['yeni yükle', 'rağmen güncelle', 'güncelle', 'güncelle iste', 'yükle rağmen']"
"['memnun', 'güzel', 'şimdi', 'kadar', 'herhangi', 'sıkıntı', 'yaşa']","['memnun güzel', 'memnun', 'güzel şimdi', 'güzel', 'kadar herhangi']"
['super'],['super']
['güzel'],['güzel']
['beğendi'],['beğendi']
"['işlem', 'ücret', 'kes', 'güzel']","['işlem ücret', 'ücret kes', 'ücret', 'kes güzel', 'güzel']"
"['iyi', 'keşke', 'hediye', 'para', 'fatura', 'öde', 'iyi']","['keşke hediye', 'hediye para', 'fatura öde', 'öde iyi', 'hediye']"
['mükemmel'],['mükemmel']
['beğendi'],['beğendi']
['güzel'],['güzel']
['yeni'],['yeni']
['güzel'],['güzel']
"['teşekkür', 'güzel', 'sistem']","['güzel sistem', 'teşekkür', 'teşekkür güzel', 'sistem', 'güzel']"
"['muhteşem', 'öneri']","['muhteşem öneri', 'öneri', 'muhteşem']"
"['salla', 'kazan', 'hediye', 'uygulamanizi', 'bile', 'bravo', 'muhterem', 'yine', 'turkcell', 'kazak', 'devam', 'vatandaş']","['devam vatandaş', 'yine turkcell', 'turkcell kazak', 'turkcell', 'vatandaş']"
['iyi'],['iyi']
['beğen'],['beğen']
"['mobil', 'öde', 'dek', 'para', 'hediye', 'kart', 'hesap', 'aktar', 'iyi']","['hediye kart', 'kart hesap', 'para hediye', 'öde dek', 'mobil öde']"
['güzel'],['güzel']
"['güzel', 'tebrik', 'hala', 'helal']","['tebrik hala', 'güzel tebrik', 'tebrik', 'hala', 'güzel']"
['mükemmel'],['mükemmel']
['iyi'],['iyi']
['süper'],['süper']
"['güzel', 'teşekkür']","['güzel teşekkür', 'teşekkür', 'güzel']"
"['süper', 'tavsiye']","['süper tavsiye', 'tavsiye', 'süper']"
"['güzel', 'harca', 'kazan', 'yer', 'yok']","['yer yok', 'yok', 'güzel harca', 'harca kazan', 'kazan yer']"
"['harika', 'güzel', 'tavsiye']","['güzel tavsiye', 'tavsiye', 'güzel', 'harika güzel', 'harika']"
['iyi'],['iyi']
['güzel'],['güzel']
"['gol', 'ininal', 'ekle', 'iyi']","['gol ininal', 'gol', 'ekle iyi', 'iyi', 'ininal']"
"['güzel', 'aycell']","['güzel aycell', 'güzel', 'aycell']"
"['hayat', 'kolay']","['hayat kolay', 'kolay', 'hayat']"
"['iyi', 'teşekkür']","['iyi teşekkür', 'teşekkür', 'iyi']"
['harika'],['harika']
"['memnun', 'teşekkür']","['memnun teşekkür', 'teşekkür', 'memnun']"
['güzel'],['güzel']
['iyi'],['iyi']
['güzel'],['güzel']
['memnun'],['memnun']
"['çoooook', 'güzel', 'turkcell', 'teşekkür']","['turkcell teşekkür', 'güzel turkcell', 'teşekkür', 'çoooook güzel', 'turkcell']"
"['göz', 'salla', 'kazan']","['göz salla', 'göz', 'salla', 'kazan', 'salla kazan']"
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['süper'],['süper']
"['güzel', 'kart', 'kredi', 'kart', 'kullan', 'gerek', 'kal', 'online', 'işlem']","['kredi kart', 'kart kredi', 'kart kullan', 'güzel kart', 'kredi']"
['süper'],['süper']
['mükemmel'],['mükemmel']
['guzeeell'],['guzeeell']
['guzl'],['guzl']
"['teşekkür', 'turkcell']","['teşekkür turkcell', 'turkcell', 'teşekkür']"
"['güzel', 'kullan']","['güzel kullan', 'güzel', 'kullan']"
"['öde', 'sonra', 'dekont', 'ayrıca', 'mail', 'hesap', 'dekont', 'gönder', 'özellik', 'ekle', 'teşekkür']","['ayrıca mail', 'mail hesap', 'mail', 'gönder özellik', 'dekont gönder']"
['güzel'],['güzel']
['beğendi'],['beğendi']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['süper'],['süper']
['süper'],['süper']
"['güzel', 'basit', 'kullan']","['güzel basit', 'basit kullan', 'basit', 'kullan', 'güzel']"
"['teşekkür', 'aycell']","['teşekkür aycell', 'aycell', 'teşekkür']"
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['süper'],['süper']
['süper'],['süper']
['güzel'],['güzel']
['iyi'],['iyi']
['teşekkür'],['teşekkür']
"['siper', 'süper']","['siper süper', 'süper', 'siper']"
['süper'],['süper']
['süper'],['süper']
['harika'],['harika']
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
"['zula', 'efsane']","['zula efsane', 'efsane', 'zula']"
"['hoş', 'salla', 'kazan', 'çık', 'rağmen', 'kullan', 'bakiye', 'görün', 'kullan']","['görün kullan', 'bakiye görün', 'kullan bakiye', 'rağmen kullan', 'görün']"
['iyi'],['iyi']
['güzel'],['güzel']
"['hediye', 'var', 'yuklettiriyorlarsonra', 'gir', 'kart', 'oluşturuyorsunbakiye', 'gocun', 'parti', 'iptal', 'tekrar', 'oluşturuyorsunama', 'hediye', 'yine', 'orta', 'yokbize', 'ulaş', 'seçenek', 'tiklayinca', 'hediye', 'parti', 'iptal', 'diyorlarne', 'harika']","['hediye parti', 'oluşturuyorsunama hediye', 'kart oluşturuyorsunbakiye', 'tiklayinca hediye', 'hediye var']"
"['sanal', 'kart', 'oluş', 'hediye', 'kullan', 'yardımcı']","['kart oluş', 'hediye kullan', 'sanal kart', 'hediye', 'oluş hediye']"
['mükemmel'],['mükemmel']
"['harika', 'hizmet']","['harika hizmet', 'hizmet', 'harika']"
"['tek', 'kelime', 'muhteşem', 'yıl', 'turkcell', 'giyim', 'kusur', 'böyle', 'azim', 'üst', 'düzey', 'müşteri', 'memnuniyet', 'harika', 'i̇nternet', 'metro', 'bile', 'çek', 'tek', 'türkiye', 'tek', 'turkcell']","['turkcell giyim', 'yıl turkcell', 'tek turkcell', 'muhteşem yıl', 'turkcell']"
"['super', 'aycell']","['super aycell', 'aycell', 'super']"
['süper'],['süper']
['süper'],['süper']
"['iyi', 'fayda']","['iyi fayda', 'fayda', 'iyi']"
['yalan'],['yalan']
['güzel'],['güzel']
['iyi'],['iyi']
"['merhaba', 'salla', 'kazan', 'kampanya', 'değer', 'aycell', 'kullan', 'hediye', 'ilk', 'gir', 'varit', 'sil', 'bird', 'yükle', 'hediye', 'yükle', 'hediye', 'falan', 'herşey', 'sanalmi', 'hayali', 'aycell']","['hediye falan', 'yükle hediye', 'hediye', 'merhaba salla', 'merhaba']"
['harika'],['harika']
"['yardım', 'teşekkür']","['yardım teşekkür', 'teşekkür', 'yardım']"
['güzel'],['güzel']
"['kalite', 'turkcell', 'firma', 'yakış', 'ilk', 'şifre', 'oluş', 'klavye', 'yaz', 'basit', 'klavye', 'test', 'bile', 'bırak', 'böyle', 'teknoloji', 'geliş', 'stabil', 'bile', 'değil', 'gir', 'oturum', 'hata', 'mükemmel', 'program', 'giyim']","['klavye test', 'basit klavye', 'oluş klavye', 'klavye', 'klavye yaz']"
['süper'],['süper']
['super'],['super']
['süper'],['süper']
"['kullanilisli', 'sage', 'tesekkur', 'iyi', 'calista']","['sage tesekkur', 'tesekkur iyi', 'tesekkur', 'iyi calista', 'iyi']"
"['kullan', 'yara', 'bird', 'para', 'kullan', 'döküman', 'güzel']","['bird para', 'bird', 'yara bird', 'döküman güzel', 'para kullan']"
['iyi'],['iyi']
"['gir', 'düzel']","['gir düzel', 'düzel', 'gir']"
"['disk', 'türk', 'telekom', 'yok', 'süper']","['türk telekom', 'telekom', 'yok süper', 'telekom yok', 'yok']"
['guzelll'],['guzelll']
"['sadece', 'telefon', 'numara', 'şifre', 'iyi']","['numara şifre', 'telefon numara', 'sadece telefon', 'telefon', 'şifre iyi']"
['güzel'],['güzel']
"['fatura', 'öde', 'karşıla', 'memnun']","['fatura öde', 'öde karşıla', 'fatura', 'öde', 'karşıla memnun']"
"['val', 'arkadaş', 'beğendi', 'kart', 'numara', 'kesinti', 'iyi', 'idare']","['beğendi kart', 'kart numara', 'kesinti iyi', 'beğendi', 'val arkadaş']"
['süper'],['süper']
"['süper', 'arkadaş', 'teşekkür', 'turkcell']","['teşekkür turkcell', 'arkadaş teşekkür', 'turkcell', 'teşekkür', 'süper arkadaş']"
"['inan', 'güzel', 'süper']","['güzel süper', 'güzel', 'inan güzel', 'süper', 'inan']"
['mükemmel'],['mükemmel']
['guzl'],['guzl']
['güzelllll'],['güzelllll']
['efsane'],['efsane']
['yardımcı'],['yardımcı']
"['turkcell', 'türk', 'telekom', 'fatura', 'gece', 'turkcell', 'herşey', 'para', 'kes']","['türk telekom', 'gece turkcell', 'turkcell türk', 'turkcell herşey', 'turkcell']"
['iyi'],['iyi']
"['kere', 'paket', 'paket', 'işlem', 'siz', 'bekle', 'kart', 'teşekkür']","['bekle kart', 'kart teşekkür', 'kere paket', 'paket paket', 'paket işlem']"
['güzel'],['güzel']
"['müşteri', 'hizmet', 'iyi', 'tavsiye', 'aylık', 'ücret']","['tavsiye aylık', 'aylık ücret', 'müşteri hizmet', 'müşteri', 'aylık']"
"['paycellbende', 'kazandımuygulamayı', 'yükle', 'gir', 'ilk', 'zatenlütfen', 'yardımcı']","['kazandımuygulamayı yükle', 'paycellbende kazandımuygulamayı', 'yükle gir', 'ilk zatenlütfen', 'gir ilk']"
['güzel'],['güzel']
"['kısacası', 'güzel']","['kısacası güzel', 'güzel', 'kısacası']"
"['süper', 'sev']","['süper sev', 'sev', 'süper']"
['süper'],['süper']
"['firm', 'amin', 'yol', 'belli', 'belli', 'sikke', 'sik', 'cakarta']","['sik cakarta', 'sikke sik', 'belli sikke', 'sikke', 'amin yol']"
"['biraz', 'iyi', 'lazım']","['biraz iyi', 'iyi lazım', 'lazım', 'biraz', 'iyi']"
"['diğer', 'bak', 'sorun', 'çalış', 'efsane', 'sağlık']","['efsane sağlık', 'çalış efsane', 'sağlık', 'sorun çalış', 'çalış']"
['iyi'],['iyi']
"['güzel', 'helal', 'maşallah']","['güzel helal', 'helal maşallah', 'helal', 'güzel', 'maşallah']"
"['iyi', 'keşke', 'para', 'kes', 'harca']","['keşke para', 'iyi keşke', 'keşke', 'iyi', 'para kes']"
"['sakin', 'aycell', 'kart', 'tam', 'dolandırıcı', 'kendi', 'kendi', 'hesap', 'kes']","['kendi hesap', 'aycell kart', 'dolandırıcı kendi', 'tam dolandırıcı', 'dolandırıcı']"
['güzel'],['güzel']
"['güzel', 'kimse', 'aycell', 'laf', 'hediye', 'tesekkurler', 'turkcell']","['tesekkurler turkcell', 'hediye tesekkurler', 'tesekkurler', 'laf hediye', 'güzel kimse']"
"['salla', 'kazan', 'kazan', 'ilk', 'aycell', 'yükle']","['ilk aycell', 'ilk', 'aycell yükle', 'kazan ilk', 'yükle']"
"['zula', 'oyna', 'var', 'iyi', 'birey', 'kasa', 'cikiyo']","['oyna var', 'zula oyna', 'cikiyo', 'kasa cikiyo', 'var iyi']"
['iyi'],['iyi']
"['kafa', 'top', 'harca', 'yapabiliyozmu']","['kafa top', 'kafa', 'harca yapabiliyozmu', 'yapabiliyozmu', 'top harca']"
['iyi'],['iyi']
['güzel'],['güzel']
"['harika', 'çocuk', 'mini', 'kredi', 'kart', 'deneyim']","['kredi kart', 'kart deneyim', 'mini kredi', 'kredi', 'çocuk mini']"
['süper'],['süper']
['güzel'],['güzel']
"['merhaba', 'hediye', 'var', 'kullan', 'lütfen', 'çözüm', 'bulun', 'günü', 'dol', 'ayıp', 'neyse', 'bulun', 'çözüm']","['merhaba hediye', 'hediye var', 'çözüm bulun', 'hediye', 'lütfen çözüm']"
['iyi'],['iyi']
"['arkadaş', 'kadar', 'yorum', 'cevap', 'bile', 'allah', 'bela', 'kadar', 'herkes', 'piç', 'peş']","['herkes piç', 'kadar herkes', 'bela kadar', 'bile allah', 'kadar yorum']"
['güzel'],['güzel']
"['unlost', 'sağol', 'trt']","['unlost sağol', 'sağol', 'sağol trt', 'unlost', 'trt']"
"['evet', 'güzel']","['evet güzel', 'evet', 'güzel']"
"['güzel', 'değil', 'efsane', 'şiddet', 'tavsiye']","['efsane şiddet', 'şiddet tavsiye', 'şiddet', 'değil efsane', 'tavsiye']"
['iyi'],['iyi']
['harika'],['harika']
"['insan', 'kazıkla', 'sanal', 'yol', 'inan', 'alay', 'yalan']","['kazıkla sanal', 'insan kazıkla', 'sanal yol', 'yalan', 'alay yalan']"
['harika'],['harika']
['süper'],['süper']
"['inşallah', 'iyi']","['inşallah iyi', 'iyi', 'inşallah']"
"['güzel', 'efsane', 'beğendi']","['efsane beğendi', 'güzel efsane', 'efsane', 'beğendi', 'güzel']"
['iyi'],['iyi']
['iyi'],['iyi']
['mükemmel'],['mükemmel']
"['zula', 'iyi']","['zula iyi', 'iyi', 'zula']"
['teşekkür'],['teşekkür']
"['güzel', 'hala']","['güzel hala', 'güzel', 'hala']"
['efsane'],['efsane']
['efsane'],['efsane']
"['iyi', 'yem', 'oynadigim', 'oyun', 'zula', 'alaka', 'iyi', 'tavsiye']","['oynadigim oyun', 'iyi tavsiye', 'yem oynadigim', 'oynadigim', 'alaka iyi']"
"['iyi', 'biz', 'kazandirdi']","['biz kazandirdi', 'kazandirdi', 'iyi biz', 'iyi', 'biz']"
"['iyi', 'kart', 'normal', 'harcicagim', 'para', 'kart', 'yukluyom', 'sekil', 'harciyom', 'ustunede', 'i̇nternet', 'kazaniyom', 'mükemmel', 'mis', 'yahu', 'keşke', 'önce', 'cikartsalarmis']","['iyi kart', 'para kart', 'kart normal', 'kart yukluyom', 'kazaniyom mükemmel']"
['süper'],['süper']
['harika'],['harika']
['güzel'],['güzel']
['güzel'],['güzel']
['tavsiye'],['tavsiye']
"['sürpriz', 'nokta', 'hediye', 'kazan', 'kar', 'gün', 'hesap']","['hediye kazan', 'nokta hediye', 'hediye', 'sürpriz nokta', 'kar gün']"
"['iyi', 'zula', 'oyna', 'san', 'bide', 'sen', 'bedava', 'güzel']","['iyi zula', 'bedava güzel', 'oyna san', 'güzel', 'iyi']"
"['numara', 'isim', 'yara', 'teşekkür']","['yara teşekkür', 'numara isim', 'teşekkür', 'numara', 'isim']"
['efsane'],['efsane']
