lemmas,sentiment,Puan,review_length,normalized_pred_label,Tarih
"['android', 'pil', 'güncelle', 'sonra']",neutral,3,39,neutral,2019-01-11 16:01:39
['iyi'],negative,2,7,positive,2019-01-11 12:06:39
"['uzun', 'süre', 'işlem', 'oturum', 'son', 'uyarı', 'sürekli']",negative,1,62,negative,2019-01-10 18:23:33
"['kart', 'para', 'yukledigimiz', 'zaman', 'geri', 'çek', 'imkan', 'var', 'turkcell', 'yetkili', 'kişi', 'seslen']",positive,5,113,neutral,2019-01-10 16:31:13
['gir'],negative,1,7,neutral,2019-01-10 12:28:55
"['güzel', 'helal', 'maşallah']",positive,5,30,positive,2019-01-09 21:02:40
"['giriş', 'hata']",negative,1,17,negative,2019-01-09 20:26:30
"['alisveris', 'yaptimparamkesildi', 'aldi', 'trend', 'sacmalikdolandiricilikmi', 'yapiyorsunux']",negative,1,96,negative,2019-01-07 23:32:21
"['iyi', 'keşke', 'para', 'kes', 'harca']",positive,5,40,positive,2019-01-07 16:21:31
"['sakin', 'aycell', 'kart', 'tam', 'dolandırıcı', 'kendi', 'kendi', 'hesap', 'kes']",negative,1,83,positive,2019-01-07 14:17:04
['güzel'],positive,5,9,positive,2019-01-07 13:46:53
"['detay', 'foto', 'kart', 'bilgi', 'gir', 'gerek', 'gizli', 'ilke', 'aykırı', 'durum', 'kart', 'kabul', 'nekadar', 'detay', 'iste', 'anla', 'otomatik', 'yanıtla', 'sistem', 'kimse', 'ilgilen', 'yok', 'yapay', 'zeka', 'otomatik', 'yanıt', 'google', 'olay', 'yorum']",negative,1,264,negative,2019-01-07 10:57:29
"['aycell', 'kart', 'yükle', 'hediye', 'i̇nternet']",negative,1,50,neutral,2019-01-06 23:26:01
"['güzel', 'kimse', 'aycell', 'laf', 'hediye', 'tesekkurler', 'turkcell']",positive,5,72,positive,2019-01-05 20:23:10
"['salla', 'kazan', 'kazan', 'ilk', 'aycell', 'yükle']",neutral,3,53,positive,2019-01-05 14:02:07
"['kullandigim', 'sıkıntı', 'var', 'lütfen', 'yeni', 'güncelle', 'gönder', 'turkcell', 'paket', 'yüklem', 'turkcell', 'yüklem', 'bölüm', 'sıkıntı', 'var', 'sürekli', 'hata', 'lütfen', 'düzel']",negative,1,191,neutral,2019-01-04 23:20:14
"['zula', 'oyna', 'var', 'iyi', 'birey', 'kasa', 'cikiyo']",positive,5,57,positive,2019-01-04 23:01:06
['iyi'],positive,5,7,positive,2019-01-04 16:29:46
"['arkadaş', 'zula']",negative,1,19,neutral,2019-01-03 18:38:12
"['kafa', 'top', 'harca', 'yapabiliyozmu']",negative,1,41,positive,2019-01-03 18:29:17
['iyi'],positive,5,7,positive,2019-01-03 17:07:23
"['arkadaş', 'uzun', 'sure', 'zaman', 'asimo', 'ugradi', 'sayfa', 'saçma', 'yaaww']",negative,1,82,negative,2019-01-03 16:22:38
"['aycell', 'sanal', 'kart', 'normal', 'sat', 'kart', 'rağmen', 'hediye', 'kullan', 'örnek', 'hafta', 'sat', 'çalış', 'sat', 'onayla', 'buton', 'aycell', 'gözük', 'çöz', 'edit', 'tamam', 'çöz', 'tebrik', 'yine', 'sıkıntı', 'yaşa', 'aycell', 'hediye', 'giriş', 'yan', 'geçerli', 'i̇nternet', 'tanımla', 'boşuna', 'bil', 'kendi', ""i̇nternet'imde"", 'izle', 'saçma']",neutral,3,361,negative,2019-01-03 15:48:58
['güzel'],positive,5,9,positive,2019-01-03 13:38:02
"['iyi', 'değil', 'kardeş', 'boş', 'boş', ""i̇nternet'inizle"", 'yazık', 'bostan', 'yer']",negative,1,86,negative,2019-01-03 00:29:55
"['harika', 'çocuk', 'mini', 'kredi', 'kart', 'deneyim']",positive,5,55,positive,2019-01-02 21:12:13
"['hediye', 'para', 'yat', 'kullanamiyom', 'sıkıntı', 'var', 'yardimci', 'sevin']",negative,1,80,negative,2019-01-02 13:29:11
"['sakin', 'kimse', 'aycell', 'kart', 'öner', 'para', 'tuzagi', 'hediye', 'kan', 'sürpriz', 'nokta', 'aycell', 'dik', 'hediye', 'seçim', 'yer', 'kar', 'kere', 'ara', 'ulastim', 'acilmadi', 'çeki', 'çek', 'hemen', 'çek', 'kendi', 'bile', 'hediye', 'seci', 'yaptirmiyorsunuz', 'ayıp', 'gerçekten', 'akli', 'aycell', 'kart', 'i̇ldiz', 'bile', 'hak']",negative,1,345,neutral,2019-01-02 08:44:27
"['hediye', 'para', 'var', 'kullan', 'sürekli', 'çök', 'ilgilen', 'turkcell']",negative,1,76,negative,2019-01-02 07:18:26
"['düzel', 'gerek', 'yem', 'küp', 'düzel']",negative,1,41,negative,2019-01-02 01:31:45
['turkey'],positive,5,10,neutral,2019-01-01 22:27:00
"['salla', 'kazan', 'hediye', 'para', 'kullan', 'i̇nternet', 'fizy', 'paket', 'kalan', 'kullan', 'paket', 'seçim', 'yer', 'boş', 'çık', 'hediye', 'kullanım', 'son', 'tarih']",negative,1,172,negative,2019-01-01 15:20:35
['süper'],positive,5,9,positive,2019-01-01 13:33:28
['güzel'],positive,5,9,positive,2019-01-01 10:53:36
"['turkcell', 'iste']",negative,1,20,neutral,2019-01-01 09:02:11
"['ooo', 'müthiş']",positive,5,17,neutral,2019-01-01 08:36:28
"['merhaba', 'hediye', 'var', 'kullan', 'lütfen', 'çözüm', 'bulun', 'günü', 'dol', 'ayıp', 'neyse', 'bulun', 'çözüm']",negative,1,116,positive,2019-01-01 04:43:54
['iyi'],positive,5,7,positive,2018-12-31 17:08:11
"['şifre', 'yanis', 'girdi', 'hesabi', 'don', 'numara', 'ara', 'ara', 'yeni', 'şifre', 'oluş', 'gene', 'gir']",negative,2,108,neutral,2018-12-31 16:21:16
"['adana', 'fatura', 'yatır', 'adana', 'eski', 'fatura', 'yatır', 'kolay']",negative,2,73,neutral,2018-12-31 15:04:33
"['arkadaş', 'kadar', 'yorum', 'cevap', 'bile', 'allah', 'bela', 'kadar', 'herkes', 'piç', 'peş']",negative,1,96,positive,2018-12-31 14:06:09
"['hediye', 'kullan']",neutral,3,20,neutral,2018-12-31 11:46:23
"['turkcell', 'hediye', 'kullan', 'işın', 'gırdıgım', 'hediye', 'gozukmuyor', 'kart', 'gözük', 'yardım']",negative,1,103,neutral,2018-12-31 06:41:25
"['program', 'kapa', 'para', 'var', 'kart', 'kullan']",negative,1,52,neutral,2018-12-31 02:09:40
['çöp'],negative,1,7,neutral,2018-12-31 01:35:58
"['siyah', 'aycell', 'ekran', 'kal', 'hediye', 'piyasa', 'yok']",negative,1,62,neutral,2018-12-31 00:27:00
"['saye', 'kredi', 'kart', 'kullan', 'zorunlu', 'orta', 'kalk', 'sağol']",positive,5,71,neutral,2018-12-30 16:20:39
['güzel'],positive,5,9,positive,2018-12-30 13:18:57
"['sadece', 'zula']",negative,1,18,negative,2018-12-30 12:43:38
"['iğrenç', 'aycell', 'para', 'kullan', 'turkcell', 'hesap', 'kes']",negative,1,66,neutral,2018-12-30 12:15:21
"['unlost', 'sağol', 'trt']",positive,5,26,positive,2018-12-30 11:43:49
"['zula', 'para']",positive,5,16,neutral,2018-12-30 11:42:33
"['başarı', 'bul']",positive,5,17,negative,2018-12-30 09:31:35
"['aferin', 'sen', 'böyle', 'yol', 'gelin']",positive,5,42,neutral,2018-12-30 02:53:24
"['sürekli', 'hata', 'isle', 'devam', 'sonra', 'dene']",negative,1,53,negative,2018-12-29 22:09:00
['berbat'],negative,1,10,negative,2018-12-29 18:14:16
"['evet', 'güzel']",positive,5,17,positive,2018-12-29 18:07:05
"['güzel', 'değil', 'efsane', 'şiddet', 'tavsiye']",positive,5,49,positive,2018-12-29 16:38:47
"['asla', 'ypmayin', 'fatura', 'fatura', 'lira', 'çık', 'bil', 'yaptimda', 'dolandiryolar', 'dikkat']",negative,1,100,negative,2018-12-29 13:46:00
"['böyle', 'saçma', 'gör', 'güler', 'cep', 'diğer', 'şey', 'ara', 'hal', 'hafta', 'hal', 'madem', 'para', 'kes', 'batı', 'gün', 'yeni', 'sorun', 'üst', 'sorun', 'böyle', 'git', 'bütün', 'aile', 'hat', 'cıkaracam', 'turkcell', 'dolandırıcı']",negative,1,239,negative,2018-12-29 13:42:18
"['klasik', 'turkcell', 'kurnazligihediye', 'hediye', 'hata', 'tazim', 'yara', 'iki', 'uygulamadirkisacasi', 'turkcell', 'yeterince', 'can', 'sok', 'baslamisti', 'artık', 'degistirme', 'zaman', 'geldicografya', 'kader', 'iste', 'mecbur', 'yıllarca']",negative,1,248,neutral,2018-12-29 12:57:06
"['salla', 'kazan', 'hediye', 'kullan', 'uğraş', 'fizy', 'var', 'kullan', 'seçenek', 'fatura', 'yansı', 'çık']",negative,1,109,neutral,2018-12-29 12:37:14
['iyi'],positive,5,7,positive,2018-12-29 08:06:12
"['iste', 'dimi']",negative,1,16,neutral,2018-12-28 20:44:43
"['şimdilik', 'yıldız', 'yarar', 'yıldız']",neutral,3,41,neutral,2018-12-28 19:10:26
"['ininal', 'kart', 'alacaginiza', 'aycell']",positive,5,43,neutral,2018-12-28 18:55:59
['harika'],positive,5,10,positive,2018-12-28 18:51:03
"['insan', 'kazıkla', 'sanal', 'yol', 'inan', 'alay', 'yalan']",negative,1,61,positive,2018-12-28 17:43:13
"['oyun', 'birey', 'puan', 'berbat']",negative,1,35,negative,2018-12-28 17:11:10
['harika'],positive,5,10,positive,2018-12-28 15:55:23
"['yüz', 'baş', 'sorum', 'google', 'olay', 'store']",negative,2,50,neutral,2018-12-28 15:30:22
['süper'],positive,5,9,positive,2018-12-28 00:18:27
"['zula', 'yükle', 'dovmuyim']",positive,5,29,neutral,2018-12-27 21:29:27
"['puan', 'bile', 'haket', 'numara', 'yaz', 'gir', 'şifre', 'yaz', 'hesabi', 'don']",negative,1,82,negative,2018-12-27 20:21:28
['çık'],negative,1,7,negative,2018-12-27 18:15:51
"['siyah', 'ekran', 'kal']",negative,1,25,neutral,2018-12-27 17:07:56
"['inşallah', 'iyi']",positive,5,19,positive,2018-12-27 15:44:37
['zula'],positive,5,8,neutral,2018-12-27 11:21:23
"['gir', 'limit', 'öğren']",negative,1,25,neutral,2018-12-27 09:40:17
"['gir', 'para', 'git', 'cam', 'kanka']",positive,5,38,negative,2018-12-27 07:09:39
"['adım', 'soyadı', 'gir', 'alan', 'yet', 'yüz', 'kart', 'soyadı', 'iste', 'gir', 'hata', 'öde', 'gerçek', 'netflix', 'öde']",negative,1,123,negative,2018-12-26 23:46:07
"['zula', 'yara']",negative,1,16,neutral,2018-12-26 22:12:57
"['biraz', 'gir', 'hemen', 'hesap', 'don']",negative,1,41,negative,2018-12-26 20:00:08
['sohbet'],positive,5,10,neutral,2018-12-26 19:53:11
"['güzel', 'efsane', 'beğendi']",positive,5,30,positive,2018-12-26 19:36:44
['zula'],neutral,3,8,neutral,2018-12-26 09:01:34
"['zula', 'bedava', 'altın']",positive,5,27,neutral,2018-12-26 07:23:55
['zula'],positive,5,8,neutral,2018-12-25 22:27:55
['iyi'],positive,5,7,positive,2018-12-25 22:13:37
['intlesing'],positive,5,13,neutral,2018-12-25 21:53:03
['dene'],positive,5,8,neutral,2018-12-25 20:46:51
['iyi'],positive,5,7,positive,2018-12-25 20:20:33
"['yalan', 'dol']",negative,1,16,neutral,2018-12-25 20:13:17
['mükemmel'],positive,5,12,positive,2018-12-25 19:51:37
"['anlam', 'kart', 'son', 'hane', 'yalıt', 'siz', 'paye', 'kasa', 'zula', 'çık']",positive,5,79,negative,2018-12-25 19:33:58
"['zula', 'iyi']",positive,4,15,positive,2018-12-25 19:17:18
"['para', 'kesiyomu']",positive,5,20,neutral,2018-12-25 19:08:45
"['kadar', 'para', 'yükle', 'tur', 'yenile', 'para']",negative,1,51,negative,2018-12-25 18:55:22
"['abi', 'telefon', 'format', 'aycell', 'hesabi', 'don', 'siz', 'yapacaginiz', 'atina', 'koy', 'sev', 'hesabi', 'dondurma', 'önce']",negative,1,130,negative,2018-12-25 18:39:54
"['aqlarim', 'azerbeycan', 'velet', 'boya']",negative,1,42,negative,2018-12-25 15:06:42
['zulaaaaaa'],positive,5,13,neutral,2018-12-25 14:58:12
"['rezalet', 'şifre', 'girdi', 'şifre', 'bul', 'yeni', 'şifre', 'çalış', 'kabul', 'hesap', 'dondurduallah', 'aşk', 'hizmet', 'hediye', 'falan', 'bari', 'stres']",negative,1,159,negative,2018-12-25 14:04:12
"['sanal', 'kart', 'olusmadi', 'işlem', 'geçersiz', 'yoz']",negative,2,57,negative,2018-12-25 12:40:40
"['ulan', 'allah', 'var', 'birey', 'alamiyom', 'kredi', 'parti', 'falan', 'kredi', 'parti', 'dolandırıcı', 'guvendigimiz', 'turkcell', 'var', 'oda', 'bok', 'sar']",neutral,3,161,negative,2018-12-25 12:11:11
['teşekkür'],positive,5,12,positive,2018-12-25 10:09:34
"['güzel', 'hala']",positive,5,17,positive,2018-12-25 08:15:36
"['sadece', 'zula']",positive,5,18,negative,2018-12-25 00:26:36
"['zula', 'yok', 'iyi', 'fena', 'değil', 'saye', 'bin', 'kazan', 'güzel']",negative,1,72,negative,2018-12-25 00:05:44
['efsane'],positive,5,10,positive,2018-12-24 23:35:06
['efsane'],positive,5,10,positive,2018-12-24 22:31:03
"['baş', 'zula', 'sorum']",negative,1,24,negative,2018-12-24 21:53:00
"['kart', 'kaparttirabilirimm']",negative,1,30,neutral,2018-12-24 21:31:11
['iğrenç'],negative,1,10,neutral,2018-12-24 20:08:22
['kesinlikle'],negative,1,14,neutral,2018-12-24 19:21:57
"['kanka', 'kanka', 'borç']",negative,1,26,neutral,2018-12-24 19:15:32
"['iyi', 'yem', 'oynadigim', 'oyun', 'zula', 'alaka', 'iyi', 'tavsiye']",positive,5,70,positive,2018-12-24 19:08:41
"['kayıt', 'uyarı', 'tekrar', 'gir', 'uğraş', 'tavsiye']",negative,1,55,neutral,2018-12-24 19:07:54
['yuklenmio'],negative,1,13,neutral,2018-12-24 19:00:14
"['iyi', 'biz', 'kazandirdi']",positive,5,28,positive,2018-12-24 18:53:11
['zula'],neutral,3,8,neutral,2018-12-24 18:32:01
"['iyi', 'kart', 'normal', 'harcicagim', 'para', 'kart', 'yukluyom', 'sekil', 'harciyom', 'ustunede', 'i̇nternet', 'kazaniyom', 'mükemmel', 'mis', 'yahu', 'keşke', 'önce', 'cikartsalarmis']",positive,5,188,positive,2018-12-24 18:23:27
['süper'],positive,5,9,positive,2018-12-24 18:20:45
"['numara', 'başarı']",positive,5,20,neutral,2018-12-24 18:18:16
['kral'],positive,5,8,negative,2018-12-24 17:45:02
"['sakin', 'yükle', 'arkadaş', 'gece', 'yükle', 'gözük', 'sinir', 'git']",negative,1,71,neutral,2018-12-24 12:44:11
['harika'],positive,5,10,positive,2018-12-24 10:42:36
"['kapa', 'git', 'siz', 'gün', 'acilmaz', 'gün', 'kart', 'bilgi', 'sistem', 'turkcell', 'kapa', 'git', 'başka']",negative,1,110,neutral,2018-12-24 01:37:38
['güzel'],positive,5,9,positive,2018-12-23 20:55:31
"['zula', 'lise']",positive,5,16,neutral,2018-12-23 20:33:56
['güzel'],positive,5,9,positive,2018-12-23 20:19:20
['tavsiye'],negative,1,11,positive,2018-12-23 19:55:36
"['sürpriz', 'nokta', 'hediye', 'kazan', 'kar', 'gün', 'hesap']",negative,1,62,positive,2018-12-23 18:55:33
"['iyi', 'zula', 'oyna', 'san', 'bide', 'sen', 'bedava', 'güzel']",positive,5,64,positive,2018-12-23 17:44:23
"['numara', 'isim', 'yara', 'teşekkür']",positive,5,38,positive,2018-12-23 16:50:16
"['arkadaş', 'şua', 'zula', 'kampanya', 'kapsam', 'olusturdugunuz', 'sanal', 'kart', 'aktif', 'kullan', 'üzeri', 'siz', 'borclandıyorlar', 'kimse', 'bedava', 'tuzak', 'düş']",negative,1,172,negative,2018-12-23 16:01:57
['efsane'],positive,5,10,positive,2018-12-23 14:06:50
['acilmjyoooo'],negative,1,15,neutral,2018-12-23 12:50:41
['zula'],positive,5,8,neutral,2018-12-23 11:45:21
"['puan', 'çünki', 'buçuk', 'işlem', 'bile', 'para', 'kesinti', 'böyle', 'sonra', 'banka', 'kart', 'cazip']",neutral,3,106,negative,2018-12-23 11:24:03
"['sadece', 'zula']",neutral,3,18,negative,2018-12-23 10:25:43
['helal'],positive,5,9,negative,2018-12-23 10:25:15
"['kart', 'para', 'yükle', 'google', 'play', 'film', 'kirala', 'kere', 'dene', 'lira', 'kuruş', 'almus', 'bedavadan', 'kart', 'yükle', 'para', 'geri', 'sakin', 'kullan']",negative,1,168,neutral,2018-12-23 03:25:24
['ebso'],positive,5,8,neutral,2018-12-22 21:45:37
['zula'],positive,5,8,neutral,2018-12-22 19:43:12
"['kimse', 'tavsiye', 'etmiyorumne', 'para', 'çek', 'harca', 'dolandır']",negative,1,71,negative,2018-12-22 19:06:28
['iyi'],positive,5,7,positive,2018-12-22 18:57:11
"['kart', 'kaybol']",neutral,3,18,negative,2018-12-22 18:55:16
['güzel'],positive,5,9,positive,2018-12-22 18:14:21
['güzel'],positive,5,9,positive,2018-12-22 17:21:12
['zula'],positive,5,8,neutral,2018-12-22 16:54:01
"['herşey', 'güzel', 'bide', 'bugün', 'i̇stanbul', 'kart', 'dolu', 'telefon', 'özellik', 'numara']",positive,5,97,positive,2018-12-22 16:07:34
"['tane', 'olumlu', 'yorum']",negative,1,27,positive,2018-12-22 15:39:51
['zula'],negative,1,8,neutral,2018-12-22 13:59:09
['efsooo'],positive,5,10,neutral,2018-12-22 13:04:23
['dolandırıcı'],negative,1,15,neutral,2018-12-22 11:50:50
"['heryer', 'hata', 'fışkır', 'düzel', 'böyle', 'bilgi', 'gir', 'hata', 'ekran', 'don', 'şifre', 'yetkili', 'değiş', 'yapı']",positive,5,123,neutral,2018-12-22 09:26:31
"['salla', 'kazan', 'aycell', 'para', 'fakat', 'bi̇ri̇ni̇', 'dahil', 'kullan', 'aycell', 'gir', 'mümkün', 'değil', 'sürekli', 'sonra', 'tekrar', 'dene', 'turkcell', 'türki̇yeni̇n', 'büyük', 'fi̇rmasi', 'deği̇lmi̇', 'madem', 'vermi̇yeceksi̇ni̇z', 'para', 'öyle', 'vaat', 'yerine', 'başka', 'gazi', 'vallahi', 'herkes', 'durum', 'şi̇kayetçi̇', 'zevk', 'yok', 'turkcell', 'insan', 'eziyet', 'akşam', 'müsterih', 'temsi̇lci̇ni̇zi̇', 'ara', 'cevap', 'olumsuz', 'turkcell', 'yakış', 'hareket']",negative,1,486,negative,2018-12-22 09:24:12
['nice'],positive,5,8,positive,2018-12-22 09:11:09
"['hediye', 'yükle', 'sadece', 'fizy', 'gerek', 'şey', 'hediye', 'hediye', 'kart', 'şart', 'var', 'resmen', 'dalga', 'geç', 'hediye', 'falan', 'yok', 'hile', 'mal', 'sat']",negative,1,170,negative,2018-12-22 08:08:51
"['zula', 'keşfet']",positive,5,18,neutral,2018-12-21 23:34:40
['güzel'],positive,5,9,positive,2018-12-21 23:24:40
"['arkadaş', 'güzel', 'bedava', 'zula', 'para']",positive,5,46,positive,2018-12-21 23:15:12
"['kendi', 'numara', 'gir', 'ömer', 'somun', 'lazio', 'ömer', 'somun', 'ulassin']",negative,1,80,neutral,2018-12-21 23:13:54
"['berbat', 'aycell', 'troll', 'vazgeç', 'vodafone', 'geç', 'berbat']",negative,1,68,negative,2018-12-21 21:01:54
['zula'],positive,5,8,neutral,2018-12-21 19:58:56
"['paycel', 'mobil', 'üzeri', 'yanlış', 'öde', 'iade', 'yok', 'kanka', 'kart', 'kredi', 'kart', 'bile', 'iade', 'yok', 'kullan', 'kullan', 'öner', 'insan', 'oğul', 'hata', 'geri', 'dön', 'yok', 'insan', 'öldür']",negative,1,210,negative,2018-12-21 15:01:50
"['lira', 'limit', 'yükle', 'limit', 'yok', 'geri', 'kap']",positive,5,57,negative,2018-12-21 01:18:57
"['yorum', 'oku', 'hemen', 'sil', 'para', 'para', 'iste', 'hediye', 'salla', 'kazan', 'yok', 'sat']",negative,1,98,negative,2018-12-21 00:46:14
"['merhaba', 'hediye', 'puan', 'turkcell', 'ürün', 'fatura', 'öde', 'kullan', 'yara', 'yine', 'kan', 'memnun', 'insan', 'adım', 'sadece', 'reklam', 'say', 'turkcell', 'hayal', 'kırık']",negative,1,183,negative,2018-12-21 00:06:16
"['dolandırıcı', 'başka', 'değil']",negative,1,33,negative,2018-12-20 15:37:31
"['defalarca', 'mail', 'yolla', 'sorun', 'anla', 'rağmen', 'çözüm', 'bulun']",negative,1,75,negative,2018-12-20 13:34:20
"['kere', 'sil', 'tekrar', 'yükle', 'acilmiyor', 'siyah', 'ekran', 'sekil', 'kal', 'aycell', 'parti', 'yüz', 'kullan']",negative,1,117,negative,2018-12-19 23:04:06
"['güzel', 'kart', 'tavsiye']",positive,5,28,positive,2018-12-19 22:43:06
['berbatttt'],negative,1,13,negative,2018-12-19 21:25:59
"['sürekli', 'dur', 'bulun', 'çare']",positive,4,35,negative,2018-12-19 21:22:15
['yara'],negative,1,8,neutral,2018-12-19 21:14:57
"['program', 'telefon', 'acilmiyor']",neutral,3,35,neutral,2018-12-19 21:13:00
"['aycell', 'çalış']",negative,2,19,neutral,2018-12-19 21:08:11
"['giriş', 'işlem', 'boşuna']",negative,1,28,negative,2018-12-19 21:04:02
"['bile', 'üst', 'üst', 'abone', 'sonra']",negative,1,40,negative,2018-12-19 20:57:44
['gir'],positive,5,7,neutral,2018-12-19 20:54:01
"['şifre', 'gir', 'sonra']",negative,1,25,neutral,2018-12-19 20:53:16
"['program', 'şifre', 'gir', 'sonra', 'dur', 'hata', 'kendi', 'kapa', 'henüz', 'kullan', 'telefon', 'venüs']",negative,1,107,negative,2018-12-19 20:51:50
"['birçok', 'rezil', 'becerik', 'insan', 'yorum', 'oku', 'zahmet', 'bulun', 'kayıt', 'aşama', 'bile', 'türlü', 'hata', 'bide', 'finans', 'hassas', 'konu', 'adım', 'dusunmeniz', 'gerek']",negative,1,184,negative,2018-12-19 20:45:16
"['dur', 'program', 'yanıt', 'yaz', 'düzel', 'artık', 'para', 'yitir', 'oda', 'gözük']",negative,2,85,negative,2018-12-19 20:42:36
"['şifre', 'ekran', 'şifre', 'gir', 'beyaz', 'ekran', 'ardından', 'maalesef', 'çalış', 'dur', 'yaz', 'kapa', 'bile']",negative,1,115,neutral,2018-12-19 20:23:40
['iste'],negative,1,8,neutral,2018-12-19 20:21:44
"['abi', 'sürekli', 'kapa']",positive,5,26,negative,2018-12-19 20:21:00
"['sürekli', 'kapa', 'geri', 'bildirim', 'gönder', 'nasip']",negative,1,58,negative,2018-12-19 20:20:21
['güzel'],positive,5,9,positive,2018-12-19 20:12:12
['dur'],negative,1,7,positive,2018-12-19 20:06:56
"['iki', 'boş', 'para', 'hata']",negative,1,30,negative,2018-12-19 19:41:48
"['yara', 'kapa']",negative,1,16,neutral,2018-12-19 19:36:30
"['kart', 'hiçbir', 'avantaj', 'yoikk', 'para', 'fatura', 'öde', 'elektrik', 'tel', 'işlem', 'ücret', 'gerek', 'var', 'zaten', 'i̇nternet', 'banka', 'ücret', 'öde', 'bide', 'aidat', 'çıkar', 'gerek', 'yok', 'direk', 'çöp', 'iptal']",negative,1,230,negative,2018-12-19 19:35:26
"['dur', 'hata']",positive,4,15,negative,2018-12-19 19:23:39
"['yükle', 'kapa', 'kayıt']",negative,1,26,neutral,2018-12-19 19:13:37
"['var', 'sanal', 'kart', 'hediye', 'i̇nternet', 'yükle', 'kart', 'kapa', 'üst', 'hata', 'hal', 'hediye', 'yükle', 'tamamen', 'berbat', 'ilgilen']",negative,1,145,negative,2018-12-19 18:40:16
"['güncelle', 'sonra']",negative,1,21,neutral,2018-12-19 18:23:27
"['kart', 'bilgi', 'doğru', 'yaz', 'hal', 'başka', 'kart', 'ekle', 'sorun', 'alışveriş']",negative,2,87,neutral,2018-12-18 23:02:37
"['utan', 'dolandırıcı']",negative,1,23,negative,2018-12-18 20:22:58
"['dolandırıcı', 'var', 'para', 'çek', 'biraz', 'türk', 'telekom', 'vodafone', 'kadar']",negative,1,86,negative,2018-12-18 19:00:08
"['dandik', 'para', 'yükle', 'para', 'yükle', 'tekrar', 'para', 'hesap', 'iade', 'iste', 'uzun', 'süre', 'bekle', 'kart', 'dış', 'diğer', 'kart', 'basit', 'kullan']",negative,1,163,neutral,2018-12-18 14:19:18
['güzel'],positive,5,9,positive,2018-12-17 23:11:16
"['tamamen', 'para', 'tuzak', 'yük', 'sarı', 'kutu', 'puan', 'çevir', 'bile', 'talep']",negative,1,85,negative,2018-12-17 22:41:08
"['sefer', 'ara', 'hepsi', 'biz', 'konu', 'yok', 'kolay']",negative,1,56,negative,2018-12-17 22:31:39
"['salla', 'kazan', 'kullan', 'yorum', 'oku', 'geri', 'sil', 'tam', 'baş', 'bela', 'benze', 'uzak', 'dur', 'yarar', 'var']",negative,1,121,neutral,2018-12-17 22:20:56
"['salla', 'kazan', 'kazan', 'hediye', 'hesap', 'görün', 'hediye', 'harca', 'google', 'olay', 'oyun', 'sat']",positive,5,107,positive,2018-12-17 22:00:39
['mükemmel'],positive,5,12,positive,2018-12-17 20:11:12
['beyendimm'],positive,5,13,neutral,2018-12-17 13:18:52
['süper'],positive,5,9,positive,2018-12-17 12:58:18
"['zaman', 'kötü', 'turkcell']",negative,1,29,negative,2018-12-17 10:42:07
['yara'],negative,1,8,neutral,2018-12-16 20:52:45
"['kim', 'anla', 'aycell', 'bimcell', 'sürü', 'celal', 'allah', 'kahret', 'yakın', 'hat', 'değiş']",negative,1,97,neutral,2018-12-16 20:05:16
['üçkaat'],negative,1,10,neutral,2018-12-16 05:11:03
"['bugün', 'sonra', 'dene', 'hata', 'yakış', 'turkcell']",negative,1,55,negative,2018-12-16 01:36:01
"['giriş', 'işlem', 'gercek', 'türlü', 'gir']",neutral,3,44,neutral,2018-12-16 01:16:55
"['program', 'açıklama', 'turkcell', 'değil', 'turkcell', 'yaz', 'fare', 'program', 'yad', 'dolandırıcı', 'hesap', 'bilgi', 'kopyala', 'ihtimal', 'yüksek', 'risk']",negative,1,162,neutral,2018-12-15 23:59:16
"['boşuna', 'gerek', 'kaldır', 'içerik', 'basit']",negative,1,48,neutral,2018-12-15 23:44:33
"['harika', 'uygulamaturkcell', 'baylan', 'hayat']",positive,5,49,positive,2018-12-15 20:09:26
"['kısa', 'yorum']",positive,5,17,negative,2018-12-15 16:26:51
['bil'],positive,5,7,neutral,2018-12-15 15:01:14
['soygun'],negative,1,10,neutral,2018-12-15 08:54:23
"['başla', 'numara', 'iste', 'ses', 'gönder', 'doğrula', 'iste', 'mesaj', 'bak', 'kod', 'oku', 'dönü', 'tekrar', 'numara', 'iste', 'yeni', 'doğrula', 'kod', 'gönder', 'böyle', 'sür', 'git', 'sonra', 'sıkıl', 'devam', 'iste', 'yükle', 'kadar', 'git', 'bak', 'sonuç', 'aycell', 'banka', 'değil', 'kaka']",negative,1,300,neutral,2018-12-14 23:57:53
['saçma'],negative,1,9,neutral,2018-12-14 23:25:11
['bktn'],negative,1,8,neutral,2018-12-14 21:51:59
"['dini', 'iman', 'para', 'firma', 'bin', 'sarı', 'puan', 'normal', 'ekstra', 'işlem', 'boyunca', 'i̇nternet', 'paket', 'aycell', 'hikaye', 'uydur', 'aycell', 'kar', 'lira', 'yüklem', 'lira', 'i̇nternet', 'alacan', 'siz', 'siz', 'ekstra', 'para', 'kazandiracam', 'turkcell', 'ekstra', 'var', 'iptal', 'hat', 'taahhüt', 'bit', 'taşı', 'başka', 'firma']",negative,1,350,neutral,2018-12-14 20:00:45
"['arkadaş', 'kullan', 'bil', 'yet']",positive,5,35,neutral,2018-12-14 19:19:48
['iyi'],positive,5,7,positive,2018-12-14 19:14:39
"['payne', 'yeni', 'tanı', 'rağmen', 'beğendi']",positive,4,46,positive,2018-12-14 19:13:59
