lemmas,positif_oneriler
"['kazan', 'puan', 'sil', 'iyi', 'hafta', 'sil', 'puan', 'topla', 'zaman']","['iyi hafta', 'hafta sil', 'hafta', 'kazan puan', 'topla zaman']"
['iyi'],['iyi']
"['günaydın', 'güzel']","['günaydın güzel', 'günaydın', 'güzel']"
['harika'],['harika']
['harika'],['harika']
['süper'],['süper']
['güzel'],['güzel']
['süper'],['süper']
"['güzel', 'tesekkurler', 'turkcell']","['tesekkurler turkcell', 'güzel tesekkurler', 'tesekkurler', 'turkcell', 'güzel']"
['süper'],['süper']
['süper'],['süper']
['güzel'],['güzel']
['iyi'],['iyi']
['harika'],['harika']
"['böyle', 'güzel', 'kampanya', 'tesekurler', 'teşekkür']","['güzel kampanya', 'tesekurler teşekkür', 'teşekkür', 'kampanya tesekurler', 'kampanya']"
['harika'],['harika']
['iyi'],['iyi']
"['süper', 'güzel', 'teşekkür']","['güzel teşekkür', 'teşekkür', 'güzel', 'süper güzel', 'süper']"
['güzel'],['güzel']
['muhteşem'],['muhteşem']
['iyi'],['iyi']
"['harika', 'fakat', 'telefon', 'üzeri', 'temas', 'öde', 'özellik', 'kart', 'yan', 'zaman', 'widget', 'öde', 'böyle', 'ekle']","['widget öde', 'telefon üzeri', 'fakat telefon', 'telefon', 'özellik kart']"
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
['müthişşş'],['müthişşş']
['güzel'],['güzel']
['iyi'],['iyi']
"['harika', 'ora', 'allah', 'gazi', 'harika']","['gazi harika', 'harika ora', 'harika', 'ora allah', 'allah gazi']"
"['geliş', 'bil']","['geliş bil', 'geliş', 'bil']"
['beğendi'],['beğendi']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
"['güzel', 'puan', 'güzel']","['puan güzel', 'güzel puan', 'güzel', 'puan']"
"['güzel', 'uygulamadi̇']","['güzel uygulamadi', 'güzel', 'uygulamadi']"
['iyi'],['iyi']
['süper'],['süper']
"['harika', 'tebrik']","['harika tebrik', 'tebrik', 'harika']"
"['güzel', 'program']","['güzel program', 'program', 'güzel']"
['süper'],['süper']
['mükemmel'],['mükemmel']
"['harika', 'bişeyyy']","['harika bişeyyy', 'harika', 'bişeyyy']"
['süper'],['süper']
"['mükemmel', 'vallaha', 'billahi']","['mükemmel vallaha', 'mükemmel', 'vallaha billahi', 'billahi', 'vallaha']"
['gusül'],['gusül']
['mükemmel'],['mükemmel']
"['güzel', 'düşün']","['güzel düşün', 'düşün', 'güzel']"
['harika'],['harika']
['muhteşem'],['muhteşem']
['güzel'],['güzel']
"['gayet', 'başarı']","['gayet başarı', 'başarı', 'gayet']"
['güzel'],['güzel']
['harika'],['harika']
['süper'],['süper']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'yaaaaaaa']","['iyi yaaaaaaa', 'yaaaaaaa', 'iyi']"
['harika'],['harika']
['harika'],['harika']
"['hayat', 'kolay', 'gayet', 'memnun', 'teşekkür']","['memnun teşekkür', 'gayet memnun', 'teşekkür', 'memnun', 'hayat']"
['iyi'],['iyi']
['güzel'],['güzel']
['güzel'],['güzel']
"['harika', 'puan', 'dağıtım', 'puan']","['harika puan', 'puan dağıtım', 'dağıtım puan', 'harika', 'dağıtım']"
['süper'],['süper']
['iyi'],['iyi']
"['önce', 'beğendi', 'kullan', 'yorum', 'oku', 'tedirgin', 'vazgeç', 'memnun', 'kişi', 'yorum', 'gör', 'siz']","['kişi yorum', 'yorum gör', 'yorum oku', 'kullan yorum', 'vazgeç memnun']"
"['i̇stanbulkart', 'yüklem', 'iyi']","['yüklem iyi', 'stanbulkart yüklem', 'yüklem', 'stanbulkart', 'iyi']"
"['tek', 'kelime', 'mükemmel']","['kelime mükemmel', 'mükemmel', 'tek kelime', 'kelime', 'tek']"
"['harca', 'kazan', 'kanka']","['harca kazan', 'kazan kanka', 'kazan', 'harca', 'kanka']"
['iyi'],['iyi']
"['puan', 'lütfen', 'düzel', 'yıldız', 'düzelt']","['düzel yıldız', 'yıldız düzelt', 'yıldız', 'puan lütfen', 'lütfen düzel']"
['güzel'],['güzel']
"['mükemmel', 'öte']","['mükemmel öte', 'mükemmel', 'öte']"
"['beleş', 'i̇nternet', 'iyi']","['nternet iyi', 'iyi', 'beleş', 'beleş nternet', 'nternet']"
['nice'],['nice']
"['güzel', 'bak', 'yükliyeverin', 'garip']","['yükliyeverin garip', 'bak yükliyeverin', 'yükliyeverin', 'güzel bak', 'garip']"
"[""i̇yik'i"", 'var', 'tuncel', 'sen', 'fakir', 'buhara', 'iyi', 'var', 'payne']","['yik var', 'buhara iyi', 'var payne', 'sen fakir', 'var tuncel']"
"['iyi', 'herşey', 'neredeyse', 'turkcell', 'özel', 'vodefoneye', 'özel']","['turkcell özel', 'neredeyse turkcell', 'turkcell', 'iyi herşey', 'iyi']"
"['puan', 'kolay']","['puan kolay', 'kolay', 'puan']"
"['puan', 'kazan', 'biraz', 'kolaylastirip', 'miktar', 'artirsaniz', 'süper', 'olucak']","['kazan biraz', 'artirsaniz süper', 'miktar artirsaniz', 'puan kazan', 'kolaylastirip miktar']"
['süper'],['süper']
"['mobil', 'öde', 'iyi']","['öde iyi', 'öde', 'iyi', 'mobil öde', 'mobil']"
['harika'],['harika']
['mükemmel'],['mükemmel']
['süper'],['süper']
['güzel'],['güzel']
"['teşekkür', 'turkcell', 'aile']","['teşekkür turkcell', 'turkcell aile', 'turkcell', 'teşekkür', 'aile']"
['iyi'],['iyi']
['iyi'],['iyi']
['güzel'],['güzel']
['güzel'],['güzel']
"['herkes', 'kullan', 'harika']","['kullan harika', 'herkes kullan', 'harika', 'herkes', 'kullan']"
['harika'],['harika']
['güzel'],['güzel']
['güzellll'],['güzellll']
['güzel'],['güzel']
['müthiş'],['müthiş']
['güzel'],['güzel']
['güzel'],['güzel']
"['işlem', 'hız', 'şekil', 'hallet', 'teşekkür', 'turkcell']","['teşekkür turkcell', 'işlem hız', 'turkcell', 'hız şekil', 'hız']"
['süper'],['süper']
"['aycell', 'teşekkür', 'iyi', 'güzel', 'harika']","['teşekkür iyi', 'teşekkür', 'iyi güzel', 'güzel harika', 'güzel']"
['süper'],['süper']
['harika'],['harika']
['iyi'],['iyi']
['iyi'],['iyi']
['harika'],['harika']
"['süper', 'i̇nternet', 'konu', 'iyi']","['süper nternet', 'süper', 'konu iyi', 'iyi', 'nternet konu']"
['harika'],['harika']
['süper'],['süper']
['memnun'],['memnun']
['food'],['food']
"['güzel', 'diğer', 'kullanım', 'puan', 'topla', 'süper']","['süper', 'topla süper', 'kullanım puan', 'güzel', 'güzel diğer']"
"['çoook', 'güzel']","['çoook güzel', 'çoook', 'güzel']"
['iyi'],['iyi']
['güzel'],['güzel']
"['mükemmel', 'anla', 'gerek', 'yok']","['gerek yok', 'yok', 'mükemmel anla', 'anla gerek', 'mükemmel']"
['süper'],['süper']
"['aycell', 'süper', 'harca', 'kazan', 'mükemmel']","['kazan mükemmel', 'aycell süper', 'süper harca', 'süper', 'mükemmel']"
['güzel'],['güzel']
"['harika', 'salla', 'topla', 'puan', 'biraz', 'art', 'harika', 'öte']","['harika öte', 'puan biraz', 'art harika', 'biraz art', 'harika']"
['güzel'],['güzel']
['süper'],['süper']
['güzel'],['güzel']
['harika'],['harika']
['harika'],['harika']
"['iyi', 'herkes', 'tavsiye']","['herkes tavsiye', 'iyi herkes', 'iyi', 'tavsiye', 'herkes']"
"['süper', 'kullan', 'tercih']","['süper kullan', 'kullan tercih', 'tercih', 'süper', 'kullan']"
['onnumaraa'],['onnumaraa']
['harika'],['harika']
['süper'],['süper']
['harika'],['harika']
['güzel'],['güzel']
['food'],['food']
"['iyi', 'uygulamaöaöaööa']","['iyi uygulamaöaöaööa', 'uygulamaöaöaööa', 'iyi']"
['harika'],['harika']
['güzel'],['güzel']
['güzel'],['güzel']
['gazal'],['gazal']
"['muhteşem', 'işle', 'güzel']","['muhteşem işle', 'işle güzel', 'muhteşem', 'güzel', 'işle']"
['süper'],['süper']
['güzel'],['güzel']
['harika'],['harika']
['iyi'],['iyi']
['harika'],['harika']
"['gayet', 'güzel']","['gayet güzel', 'güzel', 'gayet']"
"['tek', 'kelime', 'harika']","['kelime harika', 'harika', 'tek kelime', 'kelime', 'tek']"
['güzel'],['güzel']
"['beğen', 'karışık', 'bird', 'fuzuli', 'bildirim', 'gönder']","['bird fuzuli', 'karışık bird', 'bird', 'fuzuli bildirim', 'bildirim gönder']"
['güzel'],['güzel']
['güzel'],['güzel']
"['süper', 'memnun']","['süper memnun', 'memnun', 'süper']"
['güzel'],['güzel']
['iyi'],['iyi']
['mükemmel'],['mükemmel']
['süper'],['süper']
"['zengin', 'farm', 'kullan', 'ödülleriyoksa', 'git', 'yatır', 'para', 'kes', 'zart', 'zurt', 'fakir', 'iyi', 'değil', 'zengin', 'değil', 'telefon', 'aycell', 'yatır', 'aycell', 'geç', 'puan', 'hediye', 'kupon', 'büyük', 'para', 'harca', 'aycell', 'kullan', 'siz', 'zarar', 'ödül', 'genel', 'mobil', 'öde', 'üzeri', 'aylık', 'ücret', 'var', 'ödül', 'mükemmel', 'aradai̇letişim', 'iyi']","['ücret var', 'öde üzeri', 'var ödül', 'kullan ödülleriyoksa', 'zengin değil']"
['güzel'],['güzel']
['güzel'],['güzel']
"['sage', 'güzel']","['sage güzel', 'güzel', 'sage']"
['muhteşem'],['muhteşem']
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
['süper'],['süper']
['iyi'],['iyi']
"['güzel', 'kart']","['güzel kart', 'güzel', 'kart']"
['mükemmel'],['mükemmel']
"['kolay', 'puan', 'kazan', 'lazım']","['kazan lazım', 'kolay puan', 'puan kazan', 'lazım', 'kolay']"
['güzel'],['güzel']
"['rahat', 'şekil', 'gör', 'bütün', 'işlem', 'gör', 'rahatla', 'takip', 'teşekkür', 'emek', 'geçen', 'herkesetelinizde', 'bulun', 'gerek', 'bile', 'var', 'hediye', 'var', 'göre', 'bil']","['var hediye', 'hediye var', 'geçen herkesetelinizde', 'hediye', 'herkesetelinizde bulun']"
['harika'],['harika']
['güzel'],['güzel']
"['puan', 'birdaha']","['puan birdaha', 'puan', 'birdaha']"
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
"['tos', 'örnek', 'herkes', 'kullan']","['örnek herkes', 'örnek', 'tos örnek', 'herkes kullan', 'kullan']"
['iyi'],['iyi']
['güzel'],['güzel']
['super'],['super']
['harika'],['harika']
['harika'],['harika']
"['gayet', 'güzel']","['gayet güzel', 'güzel', 'gayet']"
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['harika'],['harika']
"['mükemmel', 'bol', 'bol', 'puan', 'hediye', 'i̇stanbul', 'kart', 'mobil', 'öde', 'seçenek', 'iyi', 'paycel', 'kart', 'mobil', 'öde', 'yüklem', 'ozelligi', 'sürekli', 'kullanirim', 'paycel', 'parti']","['paycel kart', 'kart mobil', 'öde seçenek', 'mobil öde', 'öde yüklem']"
['teşekkür'],['teşekkür']
['mükemmel'],['mükemmel']
['süper'],['süper']
['süper'],['süper']
"['günlük', 'kullanım', 'sınır', 'iyi', 'tamamen', 'kaldır', 'iyi', 'iyi', 'puan', 'hafta', 'tek', 'seçim', 'hediye', 'puan', 'hafta', 'sınır', 'kötü', 'aylık']","['puan hafta', 'hafta tek', 'günlük kullanım', 'hafta', 'aylık']"
"['güzel', 'yaa']","['güzel yaa', 'güzel', 'yaa']"
['güzel'],['güzel']
['güzel'],['güzel']
"['güzel', 'tebrik', 'birazdaha', 'geliş', 'lazım', 'mesela', 'taksi', 'seçil', 'market', 'yer', 'nbc', 'yol', 'öde', 'lazım', 'ayrıca', 'türktelekom', 'i̇nternet', 'kurum', 'çık', 'seçenek', 'yine', 'teskkur', 'iyi', 'turkcell', 'giyim', 'şükür']","['taksi seçil', 'mesela taksi', 'güzel tebrik', 'tebrik birazdaha', 'giyim şükür']"
['mükemmel'],['mükemmel']
['süper'],['süper']
"['numara', 'yıldız']","['numara yıldız', 'yıldız', 'numara']"
['harika'],['harika']
['güzel'],['güzel']
['muhteşem'],['muhteşem']
['güzel'],['güzel']
['iyi'],['iyi']
"['güzel', 'yöntem']","['güzel yöntem', 'yöntem', 'güzel']"
['mükemmel'],['mükemmel']
"['güzel', 'teşekkür', 'turkcell']","['teşekkür turkcell', 'turkcell', 'güzel teşekkür', 'teşekkür', 'güzel']"
['güzel'],['güzel']
"['hız', 'iyi']","['hız iyi', 'hız', 'iyi']"
"['turkcell', 'herşey', 'değer']","['herşey değer', 'turkcell herşey', 'herşey', 'değer', 'turkcell']"
['mükemmel'],['mükemmel']
['iyi'],['iyi']
"['iyi', 'güzel']","['iyi güzel', 'güzel', 'iyi']"
"['puan', 'süre', 'sınır', 'mükemmel']","['sınır mükemmel', 'mükemmel', 'puan süre', 'süre sınır', 'sınır']"
['kullan'],['kullan']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
"['güzel', 'kullan']","['güzel kullan', 'güzel', 'kullan']"
['süper'],['süper']
['süperrr'],['süperrr']
['güzel'],['güzel']
['güzel'],['güzel']
['süper'],['süper']
"['açıkla', 'lütfen', 'gayet', 'iyi']","['açıkla lütfen', 'açıkla', 'lütfen gayet', 'lütfen', 'iyi']"
['süper'],['süper']
['iyi'],['iyi']
['güzel'],['güzel']
['harika'],['harika']
['mükemmel'],['mükemmel']
"['harika', 'iste']","['harika iste', 'harika', 'iste']"
['güzel'],['güzel']
['iyi'],['iyi']
['süper'],['süper']
"['mobil', 'öde', 'kaldır', 'adbilim', 'mobil', 'öde', 'konu', 'yalan', 'sağol']","['öde konu', 'yalan sağol', 'kaldır adbilim', 'öde kaldır', 'konu']"
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['süperrr'],['süperrr']
"['aksak', 'durum', 'güzel']","['durum güzel', 'güzel', 'aksak', 'aksak durum', 'durum']"
['efsane'],['efsane']
['süper'],['süper']
['güzel'],['güzel']
"['kazan', 'puan', 'hesap', 'yükle']","['puan hesap', 'kazan puan', 'hesap', 'hesap yükle', 'yükle']"
"['güzel', 'harika']","['güzel harika', 'harika', 'güzel']"
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
['guzelll'],['guzelll']
['hojdir'],['hojdir']
['süper'],['süper']
['güzel'],['güzel']
['harika'],['harika']
['süper'],['süper']
['harika'],['harika']
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
"['harika', 'güzel']","['harika güzel', 'harika', 'güzel']"
"['güzel', 'tebrik']","['güzel tebrik', 'tebrik', 'güzel']"
['güzel'],['güzel']
['teşekkür'],['teşekkür']
"['yıldız', 'bile']","['yıldız bile', 'yıldız', 'bile']"
['güzel'],['güzel']
['süper'],['süper']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['iyi'],['iyi']
['süper'],['süper']
['iyi'],['iyi']
['süper'],['süper']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
"['resmen', 'nakit', 'yerine', 'paycel', 'kullan', 'meğer', 'alem', 'salak', 'ara', 'sıra', 'puan', 'hediye', 'kullanım', 'gerizekalı', 'payne', 'kır', 'mayıs', 'taahhüt', 'bit', 'bit', 'kaç', 'açgözlü', 'kimse', 'tavsiye', 'beğen', 'taraf', 'kal', 'millet', 'dağıt', 'üye', 'çek', 'yasal', 'hak', 'kısıtla', 'getir', 'kart', 'dost', 'allah', 'bela']","['kaç açgözlü', 'açgözlü kimse', 'açgözlü', 'nakit yerine', 'getir kart']"
['teşekkür'],['teşekkür']
"['iyi', 'puan', 'bide', 'hafta']","['hafta', 'iyi puan', 'bide hafta', 'iyi', 'puan']"
"['güzel', 'sağlık']","['güzel sağlık', 'sağlık', 'güzel']"
"['ara', 'hizmet', 'öde']","['hizmet öde', 'öde', 'ara hizmet', 'hizmet', 'ara']"
"['güzel', 'para', 'ihtiyaç', 'iyi']","['güzel para', 'para ihtiyaç', 'ihtiyaç iyi', 'iyi', 'güzel']"
"['güzel', 'gizli']","['güzel gizli', 'gizli', 'güzel']"
['efsane'],['efsane']
"['garanti', 'banka', 'ilk', 'yükle', 'kes', 'para', 'yükle', 'para', 'kes', 'saçma']","['banka ilk', 'garanti banka', 'banka', 'yükle para', 'para yükle']"
['güzel'],['güzel']
['süper'],['süper']
['mükemmel'],['mükemmel']
['iyi'],['iyi']
"['teşekkür', 'aycell']","['teşekkür aycell', 'aycell', 'teşekkür']"
"['güzel', 'hayat', 'kolay']","['hayat kolay', 'güzel hayat', 'kolay', 'hayat', 'güzel']"
"['güzel', 'başarı']","['güzel başarı', 'başarı', 'güzel']"
"['güzel', 'puan', 'iste']","['güzel puan', 'güzel', 'puan iste', 'iste', 'puan']"
"['kobi', 'güzel']","['kobi güzel', 'güzel', 'kobi']"
"['süper', 'kolay']","['süper kolay', 'kolay', 'süper']"
"['güzel', 'puan']","['güzel puan', 'güzel', 'puan']"
['güzel'],['güzel']
['efsane'],['efsane']
['süper'],['süper']
['mükemmel'],['mükemmel']
['iyi'],['iyi']
['mükemmel'],['mükemmel']
['süper'],['süper']
['güzel'],['güzel']
['muhteşem'],['muhteşem']
"['harika', 'sadece', 'mesela', 'kupon', 'puan', 'biraz', 'düşür']","['mesela kupon', 'kupon puan', 'puan biraz', 'kupon', 'harika sadece']"
['iyi'],['iyi']
['iyi'],['iyi']
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
"['harika', 'i̇nternet', 'iyi', 'türlü', 'yardım', 'var', 'bayıl']","['harika nternet', 'türlü yardım', 'yardım var', 'iyi türlü', 'nternet iyi']"
['harika'],['harika']
['güzel'],['güzel']
['güzel'],['güzel']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['güzel'],['güzel']
['güzel'],['güzel']
"['aycell', 'gun', 'gdyor', 'şadkam', 'puan', 'geum', 'yrtyom', 'perşembe', 'patla', 'kazan', 'zan', 'puan', 'oda', 'belli', 'sure', 'gdyor', 'tank', 'acyo', 'biz']","['yrtyom perşembe', 'geum yrtyom', 'kazan zan', 'gun gdyor', 'acyo biz']"
['harika'],['harika']
['güzel'],['güzel']
"['gayet', 'başarı', 'kampanya', 'bekle', 'turkcell', 'aycell', 'kampanyalaryeni']","['bekle turkcell', 'aycell kampanyalaryeni', 'başarı kampanya', 'kampanya bekle', 'kampanyalaryeni']"
"['adam', 'yarranizi', 'yorum']","['adam yarranizi', 'yarranizi yorum', 'yarranizi', 'adam', 'yorum']"
"['iyi', 'yıldız']","['iyi yıldız', 'yıldız', 'iyi']"
['excel'],['excel']
"['güzel', 'beğendi']","['güzel beğendi', 'beğendi', 'güzel']"
['güzel'],['güzel']
"['brawn', 'stars', 'sürekli', 'elmas', 'yara', 'tesekkurler', 'turkcell', 'teşekkür', 'aycell']","['tesekkurler turkcell', 'brawn stars', 'stars sürekli', 'brawn', 'turkcell teşekkür']"
['harika'],['harika']
['harika'],['harika']
['iyi'],['iyi']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
"['başarı', 'ihtiyaç', 'fazlasıyla', 'karşıla', 'teşekkür', 'turkcell']","['teşekkür turkcell', 'turkcell', 'başarı ihtiyaç', 'başarı', 'teşekkür']"
['mükemmel'],['mükemmel']
['iyi'],['iyi']
['güzel'],['güzel']
['iyi'],['iyi']
"['güzel', 'bura', 'hallet']","['güzel bura', 'güzel', 'bura hallet', 'bura', 'hallet']"
['güzel'],['güzel']
"['güzel', 'kart', 'yer', 'geçerli']","['güzel kart', 'kart yer', 'yer geçerli', 'güzel', 'geçerli']"
"['güzel', 'yeeannii']","['güzel yeeannii', 'yeeannii', 'güzel']"
['güzel'],['güzel']
"['puan', 'puan', 'arttirirsa', 'iyi']","['arttirirsa iyi', 'iyi', 'puan puan', 'puan', 'puan arttirirsa']"
['güzel'],['güzel']
['guy'],['guy']
['iyi'],['iyi']
['hergün'],['hergün']
['süper'],['süper']
['güzel'],['güzel']
['harika'],['harika']
['harika'],['harika']
"['kullanım', 'ücret', 'kes', 'iyi']","['kullanım ücret', 'ücret kes', 'ücret', 'kullanım', 'kes iyi']"
"['harika', 'ekip', 'teşekkür']","['ekip teşekkür', 'harika ekip', 'teşekkür', 'ekip', 'harika']"
['harika'],['harika']
"['yükle', 'iste', 'güzel']","['iste güzel', 'yükle iste', 'güzel', 'iste', 'yükle']"
['mükemmel'],['mükemmel']
['perfect'],['perfect']
"['mükemmel', 'kart', 'iste', 'yaz', 'harika']","['mükemmel kart', 'yaz harika', 'iste yaz', 'harika', 'yaz']"
"['kolay', 'hallet', 'yan', 'i̇nternet', 'hediye', 'kullan', 'tavsiye']","['hediye kullan', 'nternet hediye', 'hediye', 'kullan tavsiye', 'tavsiye']"
['süper'],['süper']
"['süper', 'olmuşşşşşşşşşşşşşşş']","['süper olmuşşşşşşşşşşşşşşş', 'olmuşşşşşşşşşşşşşşş', 'süper']"
"['hediye', 'puan', 'lütfen', 'düzel']","['hediye puan', 'hediye', 'puan lütfen', 'lütfen düzel', 'lütfen']"
['süper'],['süper']
['heriga'],['heriga']
['süper'],['süper']
"['aycell', 'bilim']","['aycell bilim', 'bilim', 'aycell']"
['iyi'],['iyi']
"['güzel', 'goruyo']","['güzel goruyo', 'güzel', 'goruyo']"
['süper'],['süper']
['süper'],['süper']
"['numara', 'yıldız']","['numara yıldız', 'yıldız', 'numara']"
"['güzel', 'gerçekten', 'tesekurler', 'turkcell']","['güzel gerçekten', 'tesekurler turkcell', 'güzel', 'gerçekten tesekurler', 'turkcell']"
['süper'],['süper']
"['coooookk', 'guzelll', 'harikakaaaa']","['guzelll harikakaaaa', 'harikakaaaa', 'coooookk guzelll', 'coooookk', 'guzelll']"
['güzel'],['güzel']
['harika'],['harika']
['güzel'],['güzel']
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['efsane'],['efsane']
"['yıldız', 'bile', 'hak', 'gün', 'kes', 'turkcell', 'giyim', 'soy', 'insan', 'tavsiye']","['turkcell giyim', 'giyim soy', 'giyim', 'hak gün', 'yıldız bile']"
['iyi'],['iyi']
['güzel'],['güzel']
['süper'],['süper']
['mükemmel'],['mükemmel']
['mükemmel'],['mükemmel']
"['güzel', 'kullan']","['güzel kullan', 'güzel', 'kullan']"
"['güzel', 'sev']","['güzel sev', 'güzel', 'sev']"
"['güzel', 'program']","['güzel program', 'program', 'güzel']"
"['sağol', 'can', 'turkcel']","['sağol can', 'turkcel', 'sağol', 'can turkcel', 'can']"
['güzel'],['güzel']
"['tek', 'kelime', 'süper']","['kelime süper', 'süper', 'tek kelime', 'kelime', 'tek']"
['güzel'],['güzel']
['harika'],['harika']
['mükemmel'],['mükemmel']
['mükemmel'],['mükemmel']
"['yıldız', 'kesinlikle', 'hak']","['yıldız kesinlikle', 'yıldız', 'kesinlikle hak', 'kesinlikle', 'hak']"
"['ayni', 'punlari', 'bide', 'puan', 'dur', 'düzel', 'sunu']","['ayni punlari', 'punlari bide', 'dur düzel', 'puan dur', 'düzel sunu']"
['iyi'],['iyi']
['harika'],['harika']
['güzel'],['güzel']
['efsane'],['efsane']
['süper'],['süper']
['güzel'],['güzel']
['süper'],['süper']
['iyi'],['iyi']
['muhteşem'],['muhteşem']
['harika'],['harika']
"['güzel', 'yer', 'para', 'kart', 'geri', 'çek', 'geliş']","['kart geri', 'güzel yer', 'yer para', 'çek geliş', 'para kart']"
"['aycell', 'kazan', 'puan', 'yok', 'git', 'topladiydim', 'bak', 'düzel']","['git topladiydim', 'yok git', 'topladiydim bak', 'bak düzel', 'yok']"
['güzel'],['güzel']
"['süper', 'öte']","['süper öte', 'süper', 'öte']"
"['güzel', 'yapmissiniz']","['güzel yapmissiniz', 'yapmissiniz', 'güzel']"
"['süper', 'kolay', 'turkcell', 'dünya', 'güzel']","['dünya güzel', 'turkcell dünya', 'güzel', 'kolay turkcell', 'dünya']"
['süper'],['süper']
['güzel'],['güzel']
"['aycell', 'güzel', 'lira', 'yitir', 'fren', 'fire', 'oyun', 'girdi', 'lira', 'teklif', 'bakiye', 'yok']","['lira yitir', 'bakiye yok', 'girdi lira', 'yok', 'oyun girdi']"
"['güzel', 'kar', 'yem']","['güzel kar', 'güzel', 'kar', 'yem', 'kar yem']"
['harika'],['harika']
"['iyi', 'program']","['iyi program', 'program', 'iyi']"
"['alaaaaaaa', 'alaaaaasslaaaaaasş']","['alaaaaaaa alaaaaasslaaaaaasş', 'alaaaaasslaaaaaasş', 'alaaaaaaa']"
"['iyi', 'biraz', 'google', 'olay', 'kupon', 'puan', 'keşke']","['biraz google', 'kupon puan', 'google olay', 'olay kupon', 'kupon']"
['harika'],['harika']
['güzel'],['güzel']
['süper'],['süper']
['iyi'],['iyi']
['harika'],['harika']
['iyi'],['iyi']
['nice'],['nice']
['güzel'],['güzel']
"['posta', 'değiş', 'iste', 'eski', 'eposta', 'giriş', 'onay', 'eski', 'posta', 'gönder', 'yeni', 'eposta', 'kullan', 'iste', 'lütfen', 'yardımcı']","['posta değiş', 'yeni eposta', 'posta gönder', 'eski eposta', 'eposta giriş']"
['güzel'],['güzel']
"['güzel', 'güven']","['güzel güven', 'güven', 'güzel']"
"['gayet', 'iyi']","['gayet iyi', 'iyi', 'gayet']"
"['beğendi', 'harika']","['beğendi harika', 'harika', 'beğendi']"
['güzel'],['güzel']
['mükemmel'],['mükemmel']
['iyi'],['iyi']
['iyi'],['iyi']
"['şimdilik', 'güzel']","['şimdilik güzel', 'güzel', 'şimdilik']"
"['efsane', 'üst']","['efsane üst', 'efsane', 'üst']"
"['harika', 'türlü', 'yarar']","['türlü yarar', 'yarar', 'harika türlü', 'harika', 'türlü']"
['güzel'],['güzel']
['tamam'],['tamam']
"['süper', 'süper', 'süper']","['süper süper', 'süper']"
['süper'],['süper']
['harika'],['harika']
['harika'],['harika']
"['tek', 'kelime', 'harika']","['kelime harika', 'harika', 'tek kelime', 'kelime', 'tek']"
['harika'],['harika']
"['hafta', 'puan', 'puan', 'topla']","['hafta puan', 'hafta', 'puan puan', 'topla', 'puan topla']"
"['yıldız', 'hak']","['yıldız hak', 'yıldız', 'hak']"
"['harika', 'herşey', 'alt', 'tavsiye']","['alt tavsiye', 'tavsiye', 'harika herşey', 'harika', 'alt']"
['güzel'],['güzel']
['süper'],['süper']
['müthiş'],['müthiş']
"['iyi', 'güzel']","['iyi güzel', 'güzel', 'iyi']"
"['mükemmel', 'tavsiye']","['mükemmel tavsiye', 'tavsiye', 'mükemmel']"
['süper'],['süper']
['güzel'],['güzel']
['iyi'],['iyi']
['süper'],['süper']
"['puan', 'çoğal', 'yıldız', 'çoğal']","['çoğal yıldız', 'yıldız çoğal', 'yıldız', 'puan çoğal', 'çoğal']"
['süper'],['süper']
"['mükemmel', 'tam', 'anlam', 'hayat', 'kolay']","['hayat kolay', 'kolay', 'anlam hayat', 'mükemmel tam', 'mükemmel']"
"['güzel', 'sağlık']","['güzel sağlık', 'sağlık', 'güzel']"
['süper'],['süper']
['iyi'],['iyi']
['who'],['who']
['muhteşem'],['muhteşem']
['beğendi'],['beğendi']
"['teşekkür', 'paycel']","['teşekkür paycel', 'teşekkür', 'paycel']"
['güzel'],['güzel']
"['memnun', 'güzel']","['memnun güzel', 'güzel', 'memnun']"
['iyi'],['iyi']
"['harika', 'dost']","['harika dost', 'harika', 'dost']"
['güzel'],['güzel']
['güzel'],['güzel']
['efsane'],['efsane']
['güzel'],['güzel']
['iyi'],['iyi']
['süper'],['süper']
"['güzel', 'tavsiye']","['güzel tavsiye', 'tavsiye', 'güzel']"
['müthiş'],['müthiş']
['iyi'],['iyi']
['iyi'],['iyi']
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
['süper'],['süper']
['harika'],['harika']
"['harika', 'beğendi']","['harika beğendi', 'harika', 'beğendi']"
['beğendi'],['beğendi']
['star'],['star']
['süper'],['süper']
